djentelmen	джентельмен
sıdratý-l-mýntaha	сидрату-л-мунтаһа
knáz	князь
transendentalshyldar	трансценденталшылдар
aktınoıdter	актиноидтер
akseptor	акцептор
berıl	берилл
alaıhı-s-salam	алайһи-с-салам
ınvestısıalardy	инвестицияларды
anaıat	анайат
ıterasıa	итерация
segizlenchi	сегізленчі
koalısıa	коалиция
komısıalar	комиссиялар
qańli	қаңльі
elektrmen	электрмен
menú	меню
avalshy	авальшы
mýmıfıkasıa	мумификация
uchraduq	ұчрадұқ
basıla	бацилла
jaýhardaı	жауһардай
ıáktá-ı	йәктә-и
fýnksıalary	функциялары
karbúratorlaý	карбюраторлау
konsentrasıalaný	концентрациялану
dıagnostıkalyq	диагностикалық
dıspecheri	диспетчері
túlenshe	тюленьше
áýmeserdeı	әумесердеи
slavándar	славяндар
etnotarıh	этнотарих
sıgnalızasıa	сигнализация
baııan	байиан
chapaýylnyń	чапауылның
bolǵuncha	болғұнча
dımaız-charter	димайз-чартер
gıdromelıorasıa	гидромелиорация
modıfıkasıala	модификацияла
komýnıstiń	коммунистің
choqalaý	чоқалау
arhıvolt	архивольт
az-zaıdııa	аз-зайдийа
vındgláıder	виндгляйдер
sosıologızm	социологизм
agahsyz	агаһсыз
raıis	райьіс
sýbstıtýsıa	субституция
súlfat	сульфат
uıalurlar	ұйалұрлар
chaıpalaý	чайпалау
aerotúsirý	аэротүсіру
ekspressıa	экспрессия
vıse-kansler	вице-канцлер
dıhqanchılıq	диһқанчилиқ
sahraýı	сахрауи
artıkýlásıalyq	артикуляциялық
atıka	аттика
sesıonarı	цессионарий
basılder	бацилдер
mýltmádenı	мультмәдени
mıchýrınshi	мичуринші
medalıs	медалист
korespondensıasy	корреспонденциясы
artıkl	артикль
ıadzym	иадзым
kapela	капелла
ushtastiryl	ұштастьірыл
asharııa	ашарийа
ıspahan	испаһан
jalaqorliq	жалақорльіқ
búdjet	бюджет
formýlár	формуляр
ataraksıa	атаракция
medısınalyq	медициналық
bandachılık	бандачилик
rııazat	рийазат
parhız	пәрһиз
álpınıs	альпинист
búrokratıalyq	бюрократиялық
bımoraldyq	биморальдық
gratıfıkasıa	гратификация
berekeldi	бэрекелді
koefısıentiniń	коэффициентінің
bımetal	биметалл
mass-medıa	масс-медиа
sımvolısik	символистік
ekologıasy	экологиясы
chyqǵaı	чықғай
transendentalııler	трансценденталийлер
nakahaa	накаһаа
geoenergetıka	геоэнергетика
chabǵan	чабған
gýmanısti	гуманисті
eýroaksıa	еуроакция
aglútınatıvtilik	аглютинативтілік
ashylandyr	ащыландыр
moraldi	моральді
ahlap-úhletý	аһлап-үһлету
bınıhaıat	биниһаят
dıskrımınasıalyq	дискриминациялық
bıatlonshy	биатлоншы
aksentýasıa	акцентуация
chemirchek	чемірчек
ıjdahatty	иждаһатты
shaýhat	шауһат
dıagonal	диагональ
spekýlátıvti	спекулятивті
gramatıkalyq	грамматикалық
obektileri	объектілері
bıogenımkaliq	биогенимкальіқ
taııabat	таййабат
ımpúlstilik	импульстілік
padshahyńa	падшаһыңа
monoteıstik	монотеистік
matrıarhat	матриархат
kegelban	кегельбан
kapsúlsiz	капсюльсіз
jıhanker	жиһанкер
ıatti	иаттьі
jahankezdik	жәһанкездік
áriptik-sıfrlyq	әріптік-цифрлық
at-taqııa	ат-тақийа
mýs	мусс
desımetr	дециметр
ekspozısıalaný	экспозициялану
ofshorlyq	оффшорлық
alúmınıli	алюминийлі
avıamodel	авиамодель
tonaldyq	тональдық
anarhıster	анархистер
kostúmsheń	костюмшең
churqyraý	чұрқырау
postkomýnıstik	посткоммунистік
dıalektologıalyq	диалектологиялық
beshinchi	бешінчі
emýlátor	эмулятор
dıalektızm	диалектизм
dıksıalyq	дикциялық
ıllúzıonızm	иллюзионизм
endokrınolog	эндокринолог
úımekchi	үймекчі
mýıassar	муйассар
ınterpolásıalaý	интерполяциялау
zarádtal	зарядтал
gametosıt	гаметоцит
ıadzyǵlyǵ	иадзығлығ
oksúmoron	оксюморон
haıalyǵ	хайалығ
dákon	дьякон
pres-konferensıa	пресс-конференция
aleıaly	аллеялы
terorıstik	террористік
konúnksıa	коньюнкция
sosıalıstiń	социалистің
galvanosoqqyly	гальваносоққылы
plasıka	пластика
ShQTÝ	ШҚТУ
geksatetroedr	гексатетроэдр
háıhat	һәйһат
sosıologıa	социология
ıýńlady	иуңлады
aqparattyq-kommýnıkasıalyq	ақпараттық-коммуникациялық
jaýahır	жауаһир
bloktyq-mýltıplekstik	блоктық-мультиплекстік
monoftoń	монофтонг
samıt	саммит
metalogend	металлогенд
chekeneleý	чекенелеу
konsolıdasıa	консолидация
qadir-sasıet	қадір-цасиет
prolúvıı	пролювий
feromagnıt	ферромагнит
masqaf	масхаф
romanıster	романистер
tásháhýd	тәшәһуд
ınspeksıasy	инспекциясы
aktýalandirý	актуаландьіру
galmırolız	гальмиролиз
deklarasıalyq	декларациялық
sılıkomarganes	силикомарганец
solánka	солянка
qychqyrdy	қычқырды
ınternasıonalıs	интернационалист
ıarlyq	иарлық
adaptasıasy	адаптациясы
peleń	пеленг
áltrýıst	альтруист
marsıa	марсиа
últradybystyq	ультрадыбыстық
koefısıentter	коэффициенттер
paról	пароль
ıalaldy	иалалды
býqııa	буқийа
vıse-premer	вице-премьер
dıabet	диабет
amonal	аммонал
kreml	кремль
apsel	апсель
barıkadalaý	баррикадалау
masaget	массагет
bagı	багги
mýnısıpalıtet	муниципалитет
monýmentalıster	монументалистер
krımınalısti	криминалисті
konsert	концерт
ıadzyndy	иадзынды
rekýperasıa	рекуперация
galvanotehnıkalyq	гальванотехникалық
áshekeıli	әшекеилі
prosedýralyq	процедуралық
doıyrtpaq	доиыртпақ
kichiginiń	кічігінің
alhamdý	алһамду
jaýynchyl	жауынчыл
ıaǵsady	иағсады
fılıaly	филиалы
fatalıs	фаталист
absolútt	абсолютт
kvadrıplbar	квадрипльбар
jahannamdaı	жаһаннамдай
fotofıcher	фотофичер
áshekeıleý	әшекеилеу
ebeıaýyz	ебейауыз
dıssoqıasıa	диссоқиация
progresıvti	прогрессивті
etnodemografıa	этнодемография
kılogram-kúsh	килограмм-күш
ıalńus	иалңұс
manıkúrlený	маникюрлену
matrısalyq	матрицалық
ıjdıhat	иждиһат
gelmıntoz	гельминтоз
anderaıter	андеррайтер
glosa	глосса
eksklúzıv	эксклюзив
retrosedent	ретроцедент
presedent	прецедент
jahandandyrý	жаһандандыру
pıtsa	пицца
repatrıasıalaý	репатриациялау
kondısıonalızm	кондиционализм
tvorchestvolyq	творчестволық
fagosıtelotárizdiler	фагоцителлотәрізділер
gastróldyq	гастрольдық
atol	атолл
ıańylady	иаңылады
prosesin	процесін
choqym-choqym	чоқым-чоқым
ınvarıantty	инвариантты
hárneche	һәрнече
jırochekter	жирочектер
rasıon	рацион
ıúkúnch	иүкүнч
bakalavrıat	бакалавриат
lıngvıstiń	лингвистің
desorbsıa	десорбция
armánsha	армянша
ıarlyǵ	иарлығ
zaharly	заһарлы
asbessement	асбестцемент
ıarshym	иаршым
dıagenez	диагенез
estakadalar	эстакадалар
iiiımaı	іііимай
trıseksıasy	трисекциясы
proporsıonal	пропорционал
hárchand	һәрчанд
jahandaný	жаһандану
modýlderdiń	модульдердің
ametısti	аметисті
pasıfıs	пацифист
alapesteı	алапестеи
modýldeý	модульдеу
karteldik	картельдік
proeksıa	проекция
soıara	сойара
plasına	пластина
aeronavt	аэронавт
monosıkl	моноцикл
statıstiń	статистің
akredıtıv	аккредитив
bekerel	беккерель
forfeıtıń	форфейтинг
sensasıa	сенсация
hat-ýl-lahı	һат-ул-лаһи
geshtalterapıa	гештальтерапия
elektrbalqytqysh	электрбалқытқыш
aleıasy	аллеясы
poves	повесть
doısaldákeı	доисалдәкей
aksentsiz	акцентсіз
armreslıń	армресслинг
ratıfıkasıala	ратификацияла
týrıstiń	туристің
ashshy	ащы
taǵbıa	тағбиа
sýspenzoıd	суспензоид
chegegóz	чегегөз
ahlap-úhle	аһлап-үһле
evolúsıonızm	эволюционизм
brıllıanttaı	бриллианттай
babýın	бабуин
táháııýz	тәхәййуз
saýirla	сауьірла
konstrýksıalary	конструкциялары
aıdahar	айдаһар
ıllúvıılik	иллювийлік
bıhısht	биһишт
endemık	эндемик
fólklorıstik	фольклористік
qaharman	қаһарман
aktıvısti	активисті
ashinalyq	ашьіналық
revkasıa	ревкация
epostyq	эпостық
romanıstiń	романистің
quziret	құзырет
lústra	люстра
mınıým	миниум
mehanızasıalatý	механизациялату
shaharstan	шаһарстан
forpos	форпост
ıntellektýaldi	интеллектуальді
brıjı	бриджи
dıreksıa	дирекция
skýlptýra	скульптура
jahıdy	жаһиды
ólkadaı	ёлкадай
adaptasıalaný	адаптациялану
lúmınesenttik	люминесценттік
gıpopotam	гиппопотам
qurylymdyq-metalogendik	құрылымдық-металлогендік
sıvılızasıaly	цивилизациялы
anhımanı	анһимани
logısızm	логицизм
aksentýasıalmiýy	акцентуациялміуы
kúrı	кюрий
ınterosepsıa	интероцепция
avıator	авиатор
aláns	альянс
dıatermıa	диатермия
mıazma	миазма
optımıs	оптимист
sohánchın	сохәнчин
fortısımo	фортиссимо
konsıgnasıa	консигнация
kondensasıalanǵan	конденсацияланған
dıstrıbútor	дистрибьютор
